Lead_ID,Lead_Name,Company_Name,Source,Region_ID,Rep_ID,Created_Date,Current_Stage,Email,Phone,Priority,Last_Updated,Deal_Source,Company_ID,Engagement_Level,Follow_Up_Threshold,Project_Term,Budget_Tier,Country,Company_Industry,Service_Category,Deal_Status_Category
LDINNO-EU-0802,InnovativeConsulting Lead,InnovativeConsulting,Third-Party Lead Generation Vendors,EU,EB_EU,2024-05-16 08:11:50,Deal Won,contact_26@innovativeconsulting.com,-2680504347,Low,2024-06-23 23:26:25,Outbound,CMP_I_0802,Low,10,6-12 months,50-100L,Sweden,Automotive,Operations,Deal Won
LDLEAD-LA-0803,LeadingSolutions Lead,LeadingSolutions,Facebook,LA,QH_LA,2024-07-15 01:11:06,Deal Won,contact_22@leadingsolutions.com,-2160248691,High,2024-07-29 16:22:28,Inbound,CMP_L_0803,Medium,3,0-6 months,100L+,Brazil,Agriculture,Operations,Deal Won
LDINNO-ME-0804,InnovativeIndustries Lead,InnovativeIndustries,Third-Party Lead Generation Vendors,ME,OC_ME,2025-03-22 20:08:34,Deal Lost,contact_41@innovativeindustries.com,-8908377283,Medium,2025-04-21 4:38:29,Outbound,CMP_I_0804,Medium,10,0-6 months,50-100L,Bahrain,Energy,Data,Deal Lost
LDSTRA-LA-0805,StrategicConsulting Lead,StrategicConsulting,Google Ads,LA,PY_LA,2024-11-18 08:07:06,Deal Lost,contact_17@strategicconsulting.com,-918255684,Low,2024-12-10 23:21:22,Outbound,CMP_S_0805,High,3,>24 months,100L+,Colombia,Manufacturing,Logistics,Deal Lost
LDSTRA-APAC-0806,StrategicConsulting Lead,StrategicConsulting,Cold Email Campaigns,APAC,KM_APAC,2023-11-21 20:51:27,Ongoing - Responded,contact_65@strategicconsulting.com,-3861985045,Low,2023-12-16 6:44:00,Outbound,CMP_S_0806,High,3,>24 months,50-100L,S. Korea,Technology,AI,Ongoing - Cold
LDCREA-APAC-0807,CreativeAnalytics Lead,CreativeAnalytics,Instagram Ads,APAC,MT_APAC,2025-05-26 17:40:38,Ongoing - Negotiation,contact_52@creativeanalytics.com,-6545845985,Low,2025-07-07 13:27:29,Outbound,CMP_C_0807,Low,3,6-12 months,50-100L,India,E-Commerce,T&M,Ongoing - Cold
LDDYNA-ME-0808,DynamicConsulting Lead,DynamicConsulting,Google Ads,ME,NA_ME,2024-08-20 17:58:42,Ongoing - Qualified,contact_73@dynamicconsulting.com,-57102926,Medium,2024-09-21 20:12:25,Outbound,CMP_D_0808,High,10,12-24 months,20-50L,UAE,Energy,Consulting,Ongoing - Cold
LDINNO-NA-0809,InnovativeAnalytics Lead,InnovativeAnalytics,Cold Calling,NA,AS_NA,2024-02-15 02:38:39,Deal Won,contact_25@innovativeanalytics.com,-3541338889,High,2024-02-26 15:02:42,Outbound,CMP_I_0809,High,7,12-24 months,20-50L,USA,Healthcare,Cloud,Deal Won
LDCREA-AF-0810,CreativeVentures Lead,CreativeVentures,Facebook Ads,AF,TB_AF,2024-02-22 04:13:03,Deal Lost,contact_14@creativeventures.com,-2873914499,Medium,2024-04-05 13:39:11,Outbound,CMP_C_0810,Medium,7,0-6 months,50-100L,Kenya,Telecommunications,Staffing,Deal Lost
LDGLOB-NA-0811,GlobalConsulting Lead,GlobalConsulting,Facebook Ads,NA,DK_NA,2024-06-23 02:38:29,Ongoing - Proposal Sent,contact_51@globalconsulting.com,-6842797413,High,2024-07-23 3:05:33,Outbound,CMP_G_0811,Low,10,6-12 months,50-100L,USA,Healthcare,Cloud,Ongoing - Cold
LDCREA-ME-0812,CreativeIndustries Lead,CreativeIndustries,Cold Email Campaigns,ME,OC_ME,2025-04-11 01:15:00,Ongoing - Qualified,contact_21@creativeindustries.com,-1350438468,Medium,2025-05-29 20:24:26,Outbound,CMP_C_0812,Medium,3,12-24 months,20-50L,Saudi Arabia,Energy,Consulting,Ongoing - Cold
LDSTRA-LA-0813,StrategicPartners Lead,StrategicPartners,LinkedIn,LA,PY_LA,2024-01-10 20:09:02,Deal Lost,contact_93@strategicpartners.com,-1079523100,Low,2024-02-25 9:06:33,Inbound,CMP_S_0813,Low,5,6-12 months,100L+,Brazil,Agriculture,Operations,Deal Lost
LDDYNA-ME-0814,DynamicIndustries Lead,DynamicIndustries,Referrals from Existing Customers,ME,NA_ME,2025-04-10 19:27:44,Ongoing - Negotiation,contact_15@dynamicindustries.com,-4596828890,Low,2025-06-09 23:11:06,Inbound,CMP_D_0814,High,3,12-24 months,50-100L,Qatar,Real Estate,Data,Ongoing - Cold
LDADVA-AF-0815,AdvancedTech Lead,AdvancedTech,Cold Email Campaigns,AF,SW_AF,2024-04-22 23:07:12,Deal Lost,contact_4@advancedtech.com,-4232855868,Medium,2024-05-09 18:47:42,Outbound,CMP_A_0815,High,5,>24 months,20-50L,S. Africa,Finance,Staffing,Deal Lost
LDADVA-EU-0816,AdvancedTech Lead,AdvancedTech,Content Marketing,EU,HB_EU,2023-09-05 10:59:01,Deal Won,contact_34@advancedtech.com,-9289291083,Medium,2023-10-11 14:43:17,Inbound,CMP_A_0816,Low,3,6-12 months,50-100L,UK,Consulting,Operations,Deal Won
LDDYNA-APAC-0817,DynamicConsulting Lead,DynamicConsulting,Referrals from Existing Customers,APAC,JL_APAC,2024-07-27 20:29:52,Deal Won,contact_42@dynamicconsulting.com,-3595212981,High,2024-08-06 14:29:14,Inbound,CMP_D_0817,Medium,3,>24 months,100L+,China,Finance,Staffing,Deal Won
LDFUTU-ME-0818,FutureIndustries Lead,FutureIndustries,Display Ads,ME,OC_ME,2025-05-13 13:28:39,Ongoing - Proposal,contact_30@futureindustries.com,-1858049522,Medium,2025-05-25 6:27:56,Outbound,CMP_F_0818,Medium,7,0-6 months,20-50L,UAE,Energy,Consulting,Ongoing - Cold
LDINNO-ME-0819,InnovativeVentures Lead,InnovativeVentures,LinkedIn Ads,ME,NA_ME,2023-11-08 03:09:33,Deal Won,contact_40@innovativeventures.com,-960973511,Low,2024-01-01 1:30:34,Outbound,CMP_I_0819,High,7,0-6 months,20-50L,Qatar,Energy,Consulting,Deal Won
LDLEAD-APAC-0820,LeadingPartners Lead,LeadingPartners,Cold Calling,APAC,IG_APAC,2024-03-11 13:23:55,Ongoing - Negotiation,contact_32@leadingpartners.com,-4585675330,High,2024-04-22 9:50:45,Outbound,CMP_L_0820,High,3,6-12 months,50-100L,Indonesia,E-Commerce,T&M,Ongoing - Cold
LDCREA-NA-0821,CreativeSolutions Lead,CreativeSolutions,Telemarketing,NA,AS_NA,2024-04-06 10:57:30,Deal Lost,contact_45@creativesolutions.com,-549851111,Medium,2024-05-22 9:26:13,Outbound,CMP_C_0821,Low,10,>24 months,20-50L,Canada,Finance,Data,Deal Lost
LDGLOB-EU-0822,GlobalPartners Lead,GlobalPartners,Contact UsDemo Request,EU,GW_EU,2024-03-26 17:12:22,Deal Won,contact_79@globalpartners.com,-2465631574,Medium,2024-05-05 22:15:00,Inbound,CMP_G_0822,High,5,12-24 months,100L+,Israel,Banking,Engineering,Deal Won
LDLEAD-EU-0823,LeadingAnalytics Lead,LeadingAnalytics,Third-Party Lead Generation Vendors,EU,GW_EU,2023-12-12 08:29:31,Ongoing - Lead Captured,contact_5@leadinganalytics.com,-9115149779,High,2024-01-08 0:30:12,Outbound,CMP_L_0823,High,10,>24 months,100L+,France,Automotive,Operations,Ongoing - Cold
LDGLOB-EU-0824,GlobalSystems Lead,GlobalSystems,Retargeting Campaigns,EU,EB_EU,2025-08-02 01:41:43,Deal Lost,contact_36@globalsystems.com,-7520383947,Low,2025-09-23 21:37:04,Outbound,CMP_G_0824,Medium,10,6-12 months,50-100L,Israel,Consulting,Engineering,Deal Lost
LDDYNA-LA-0825,DynamicAnalytics Lead,DynamicAnalytics,Facebook Ads,LA,PY_LA,2024-10-31 16:39:02,Deal Lost,contact_16@dynamicanalytics.com,-913289121,Low,2024-12-25 19:13:13,Outbound,CMP_D_0825,Medium,10,>24 months,50-100L,Chile,Energy,Logistics,Deal Lost
LDDYNA-EU-0826,DynamicIndustries Lead,DynamicIndustries,Contact UsDemo Request,EU,FG_EU,2025-05-03 05:39:25,Deal Won,contact_29@dynamicindustries.com,-7680015146,Low,2025-06-18 14:42:53,Inbound,CMP_D_0826,High,10,12-24 months,50-100L,UK,Automotive,Engineering,Deal Won
LDSTRA-NA-0827,StrategicVentures Lead,StrategicVentures,Twitter,NA,BJ_NA,2023-11-23 13:57:43,Deal Lost,contact_20@strategicventures.com,-3450534129,Low,2024-01-02 21:38:29,Inbound,CMP_S_0827,High,5,>24 months,20-50L,USA,Retail,Marketing,Deal Lost
LDDYNA-LA-0828,DynamicIndustries Lead,DynamicIndustries,Twitter Ads,LA,RA_LA,2024-09-03 16:15:13,Deal Lost,contact_61@dynamicindustries.com,-9757047240,Low,2024-09-25 23:49:56,Outbound,CMP_D_0828,Low,7,6-12 months,20-50L,Brazil,Energy,Operations,Deal Lost
LDFUTU-LA-0829,FuturePartners Lead,FuturePartners,Twitter Ads,LA,RA_LA,2024-02-09 21:18:44,Deal Lost,contact_97@futurepartners.com,-6323503195,High,2024-02-18 9:40:31,Outbound,CMP_F_0829,Medium,5,>24 months,20-50L,Peru,Energy,Operations,Deal Lost
LDLEAD-ME-0830,LeadingSystems Lead,LeadingSystems,Pricing Page,ME,OC_ME,2024-08-22 21:24:56,Deal Won,contact_5@leadingsystems.com,-812075930,Low,2024-08-28 18:31:52,Inbound,CMP_L_0830,Low,5,>24 months,20-50L,Bahrain,Real Estate,Consulting,Deal Won
LDADVA-APAC-0831,AdvancedAnalytics Lead,AdvancedAnalytics,Instagram posts,APAC,JL_APAC,2024-11-09 19:02:10,Deal Won,contact_6@advancedanalytics.com,-6959287984,Low,2024-12-09 9:03:51,Inbound,CMP_A_0831,High,10,>24 months,50-100L,India,Manufacturing,T&M,Deal Won
LDSTRA-EU-0832,StrategicSolutions Lead,StrategicSolutions,Twitter Ads,EU,GW_EU,2024-06-01 05:40:10,Deal Lost,contact_57@strategicsolutions.com,-8489204156,Medium,2024-07-07 11:51:34,Outbound,CMP_S_0832,Medium,7,0-6 months,50-100L,UK,Consulting,Engineering,Deal Lost
LDDYNA-ME-0833,DynamicConsulting Lead,DynamicConsulting,Instagram Ads,ME,OC_ME,2024-04-13 00:58:15,Deal Won,contact_19@dynamicconsulting.com,-2442495617,Medium,2024-04-28 2:06:59,Outbound,CMP_D_0833,Medium,3,6-12 months,20-50L,Bahrain,Real Estate,Consulting,Deal Won
LDADVA-APAC-0834,AdvancedSystems Lead,AdvancedSystems,Display Ads,APAC,LS_APAC,2024-01-14 18:13:28,Ongoing - Lead Captured,contact_67@advancedsystems.com,-111508469,Medium,2024-02-19 17:27:24,Outbound,CMP_A_0834,High,10,>24 months,100L+,India,Technology,Staffing,Ongoing - Cold
LDADVA-APAC-0835,AdvancedVentures Lead,AdvancedVentures,Contact UsDemo Request,APAC,IG_APAC,2025-01-17 11:15:39,Deal Lost,contact_33@advancedventures.com,-2749935746,Low,2025-03-13 3:45:25,Inbound,CMP_A_0835,Low,7,>24 months,20-50L,New Zealand,Manufacturing,Staffing,Deal Lost
LDADVA-ME-0836,AdvancedPartners Lead,AdvancedPartners,Referrals from Existing Customers,ME,NA_ME,2025-07-24 13:06:23,Deal Lost,contact_46@advancedpartners.com,-8161614246,Low,2025-09-23 9:12:48,Inbound,CMP_A_0836,Medium,7,0-6 months,100L+,UAE,Real Estate,Data,Deal Lost
LDDYNA-ME-0837,DynamicTech Lead,DynamicTech,Telemarketing,ME,OC_ME,2023-11-30 14:05:11,Deal Lost,contact_82@dynamictech.com,-7652004378,High,2024-01-08 6:51:01,Outbound,CMP_D_0837,Medium,7,0-6 months,50-100L,Bahrain,Banking,Consulting,Deal Lost
LDINNO-APAC-0838,InnovativeTech Lead,InnovativeTech,Referrals from Existing Customers,APAC,JL_APAC,2023-12-23 23:04:02,Deal Won,contact_71@innovativetech.com,-3718164777,Medium,2024-01-03 16:49:05,Inbound,CMP_I_0838,Medium,5,12-24 months,20-50L,S. Korea,Finance,T&M,Deal Won
LDFUTU-LA-0839,FutureSystems Lead,FutureSystems,Retargeting Campaigns,LA,QH_LA,2025-03-22 12:21:26,Ongoing - Demo Scheduled,contact_90@futuresystems.com,-8844532064,Medium,2025-04-15 2:32:02,Outbound,CMP_F_0839,Medium,3,>24 months,50-100L,Brazil,Manufacturing,Operations,Ongoing - Cold
LDADVA-ME-0840,AdvancedVentures Lead,AdvancedVentures,Lists,ME,NA_ME,2025-03-02 16:43:03,Deal Lost,contact_1@advancedventures.com,-6936688366,High,2025-04-17 16:27:46,Outbound,CMP_A_0840,Medium,7,12-24 months,100L+,Saudi Arabia,Real Estate,Consulting,Deal Lost
LDCREA-LA-0841,CreativePartners Lead,CreativePartners,Third-Party Lead Generation Vendors,LA,RA_LA,2024-09-15 06:31:34,Deal Won,contact_46@creativepartners.com,-3179282365,High,2024-11-15 4:52:55,Outbound,CMP_C_0841,Medium,7,6-12 months,20-50L,Mexico,Manufacturing,Logistics,Deal Won
LDINNO-NA-0842,InnovativePartners Lead,InnovativePartners,Google,NA,CL_NA,2024-05-28 06:12:16,Deal Lost,contact_22@innovativepartners.com,-1757449130,Low,2024-06-30 0:32:50,Inbound,CMP_I_0842,Low,7,6-12 months,20-50L,USA,Finance,Marketing,Deal Lost
LDSTRA-ME-0843,StrategicIndustries Lead,StrategicIndustries,Google,ME,NA_ME,2024-12-17 21:24:31,Deal Lost,contact_6@strategicindustries.com,-7854001813,High,2025-01-11 17:47:47,Inbound,CMP_S_0843,Low,7,>24 months,100L+,Bahrain,Banking,Consulting,Deal Lost
LDGLOB-EU-0844,GlobalSolutions Lead,GlobalSolutions,Instagram posts,EU,FG_EU,2024-10-29 14:53:05,Deal Lost,contact_19@globalsolutions.com,-3010070546,High,2024-12-25 12:50:13,Inbound,CMP_G_0844,High,5,>24 months,100L+,Switzerland,Consulting,Operations,Deal Lost
LDGLOB-ME-0845,GlobalIndustries Lead,GlobalIndustries,Google Ads,ME,OC_ME,2024-02-13 21:21:51,Deal Lost,contact_7@globalindustries.com,-845373444,Low,2024-03-08 5:10:13,Outbound,CMP_G_0845,High,7,12-24 months,50-100L,Qatar,Energy,Data,Deal Lost
LDGLOB-NA-0846,GlobalVentures Lead,GlobalVentures,Google Ads,NA,CL_NA,2025-06-08 16:55:27,Deal Lost,contact_53@globalventures.com,-4254589577,Medium,2025-07-08 16:27:49,Outbound,CMP_G_0846,Low,10,6-12 months,20-50L,Canada,Technology,Marketing,Deal Lost
LDINNO-NA-0847,InnovativePartners Lead,InnovativePartners,Lists,NA,AS_NA,2025-01-05 00:20:51,Deal Won,contact_5@innovativepartners.com,-5084529967,High,2025-01-14 14:55:07,Outbound,CMP_I_0847,High,5,12-24 months,20-50L,Canada,Technology,Marketing,Deal Won
LDADVA-LA-0848,AdvancedConsulting Lead,AdvancedConsulting,Instagram posts,LA,PY_LA,2025-03-14 20:12:05,Deal Lost,contact_57@advancedconsulting.com,-8589532623,High,2025-04-21 18:23:41,Inbound,CMP_A_0848,Low,7,0-6 months,20-50L,Brazil,Manufacturing,Operations,Deal Lost
LDLEAD-AF-0849,LeadingConsulting Lead,LeadingConsulting,LinkedIn,AF,SW_AF,2025-04-14 11:04:59,Ongoing - Demo Completed,contact_31@leadingconsulting.com,-7311740472,Low,2025-04-19 7:15:09,Inbound,CMP_L_0849,Medium,10,6-12 months,20-50L,Kenya,Finance,Staffing,Ongoing - Cold
LDINNO-NA-0850,InnovativePartners Lead,InnovativePartners,Referrals from Existing Customers,NA,CL_NA,2024-09-02 02:47:47,Ongoing - Lead Captured,contact_86@innovativepartners.com,-7696586532,High,2024-09-23 9:15:50,Inbound,CMP_I_0850,Medium,10,6-12 months,50-100L,USA,Finance,Data,Ongoing - Cold
LDSTRA-NA-0851,StrategicConsulting Lead,StrategicConsulting,Telemarketing,NA,AS_NA,2024-10-18 20:59:26,Deal Lost,contact_66@strategicconsulting.com,-6029566822,Low,2024-11-11 10:07:05,Outbound,CMP_S_0851,High,5,0-6 months,50-100L,Canada,Retail,Data,Deal Lost
LDCREA-LA-0852,CreativeTech Lead,CreativeTech,LinkedIn,LA,PY_LA,2025-04-18 11:50:24,Deal Lost,contact_41@creativetech.com,-1779150368,High,2025-05-05 7:34:43,Inbound,CMP_C_0852,Medium,7,0-6 months,100L+,Brazil,Energy,Operations,Deal Lost
LDADVA-ME-0853,AdvancedSolutions Lead,AdvancedSolutions,Display Ads,ME,NA_ME,2023-12-10 04:55:52,Deal Lost,contact_48@advancedsolutions.com,-7718815657,Low,2023-12-19 10:33:05,Outbound,CMP_A_0853,Medium,5,6-12 months,20-50L,Bahrain,Real Estate,Data,Deal Lost
LDFUTU-AF-0854,FutureIndustries Lead,FutureIndustries,Display Ads,AF,SW_AF,2023-12-18 14:23:52,Ongoing - Qualified,contact_94@futureindustries.com,-4864981791,High,2024-01-25 1:42:20,Outbound,CMP_F_0854,Low,10,6-12 months,100L+,Kenya,Mining,Service,Ongoing - Cold
LDINNO-EU-0855,InnovativeVentures Lead,InnovativeVentures,Contact UsDemo Request,EU,GW_EU,2024-01-02 22:19:36,Ongoing - Proposal Sent,contact_47@innovativeventures.com,-9995262625,Medium,2024-02-21 21:39:56,Inbound,CMP_I_0855,Medium,10,0-6 months,100L+,Switzerland,Consulting,Operations,Ongoing - Cold
LDFUTU-NA-0856,FutureIndustries Lead,FutureIndustries,Google Ads,NA,BJ_NA,2025-08-02 01:48:16,Deal Won,contact_98@futureindustries.com,-2934518100,Low,2025-09-29 3:16:01,Outbound,CMP_F_0856,Medium,5,12-24 months,50-100L,USA,Finance,Marketing,Deal Won
LDDYNA-LA-0857,DynamicTech Lead,DynamicTech,Cold Email Campaigns,LA,RA_LA,2025-04-14 14:12:12,Deal Lost,contact_8@dynamictech.com,-6209152891,Medium,2025-05-03 6:57:57,Outbound,CMP_D_0857,Low,7,>24 months,20-50L,Chile,Energy,Operations,Deal Lost
LDDYNA-EU-0858,DynamicSystems Lead,DynamicSystems,Cold Email Campaigns,EU,FG_EU,2025-05-05 02:33:24,Ongoing - Lead Captured,contact_8@dynamicsystems.com,-3874615568,Low,2025-07-05 19:53:03,Outbound,CMP_D_0858,Low,5,0-6 months,20-50L,Switzerland,Banking,Operations,Ongoing - Cold
LDGLOB-EU-0859,GlobalConsulting Lead,GlobalConsulting,Twitter Ads,EU,EB_EU,2024-12-03 19:58:07,Deal Won,contact_69@globalconsulting.com,-6655697018,Medium,2025-01-06 16:47:30,Outbound,CMP_G_0859,Medium,10,>24 months,50-100L,France,Banking,Operations,Deal Won
LDGLOB-NA-0860,GlobalAnalytics Lead,GlobalAnalytics,Third-Party Lead Generation Vendors,NA,DK_NA,2024-06-22 18:13:45,Ongoing - Responded,contact_68@globalanalytics.com,-8250196864,Medium,2024-07-15 4:03:25,Outbound,CMP_G_0860,Medium,3,6-12 months,100L+,USA,Technology,Marketing,Ongoing - Cold
LDADVA-EU-0861,AdvancedPartners Lead,AdvancedPartners,Google,EU,HB_EU,2024-06-12 04:12:56,Ongoing - Proposal,contact_82@advancedpartners.com,-3473567025,Low,2024-08-10 20:30:27,Inbound,CMP_A_0861,High,5,12-24 months,50-100L,France,Consulting,Consulting,Ongoing - Cold
LDCREA-LA-0862,CreativePartners Lead,CreativePartners,Google,LA,PY_LA,2024-01-11 21:38:27,Ongoing - Qualified,contact_95@creativepartners.com,-7433013554,Medium,2024-02-12 6:33:03,Inbound,CMP_C_0862,Medium,7,0-6 months,100L+,Argentina,Manufacturing,Logistics,Ongoing - Cold
LDADVA-NA-0863,AdvancedVentures Lead,AdvancedVentures,Lists,NA,CL_NA,2023-10-19 07:43:28,Deal Lost,contact_71@advancedventures.com,-1189183207,Medium,2023-11-19 18:15:34,Outbound,CMP_A_0863,High,3,0-6 months,100L+,USA,Healthcare,Data,Deal Lost
LDGLOB-EU-0864,GlobalSolutions Lead,GlobalSolutions,Cold Email Campaigns,EU,EB_EU,2023-10-29 13:03:56,Ongoing - Proposal Sent,contact_85@globalsolutions.com,-8058264867,Medium,2023-11-27 20:10:59,Outbound,CMP_G_0864,Low,3,0-6 months,50-100L,Switzerland,Banking,Consulting,Ongoing - Cold
LDCREA-LA-0865,CreativeIndustries Lead,CreativeIndustries,LinkedIn Ads,LA,PY_LA,2025-07-01 16:06:39,Deal Won,contact_41@creativeindustries.com,-8736294815,Medium,2025-07-24 15:50:25,Outbound,CMP_C_0865,Medium,5,>24 months,20-50L,Brazil,Energy,Operations,Deal Won
LDGLOB-LA-0866,GlobalConsulting Lead,GlobalConsulting,Word of Mouth,LA,RA_LA,2025-03-08 18:12:06,Deal Lost,contact_45@globalconsulting.com,-7777304076,Medium,2025-04-18 10:06:48,Inbound,CMP_G_0866,Medium,3,0-6 months,50-100L,Chile,Manufacturing,Operations,Deal Lost
LDSTRA-LA-0867,StrategicIndustries Lead,StrategicIndustries,Cold Email Campaigns,LA,PY_LA,2025-03-22 05:07:49,Ongoing - Contacted,contact_51@strategicindustries.com,-7178548559,High,2025-04-24 18:43:08,Outbound,CMP_S_0867,High,5,0-6 months,100L+,Mexico,Energy,Logistics,Ongoing - Cold
LDADVA-APAC-0868,AdvancedConsulting Lead,AdvancedConsulting,LinkedIn Ads,APAC,LS_APAC,2024-12-27 16:25:49,Deal Lost,contact_35@advancedconsulting.com,-3224804398,Low,2025-02-05 7:03:15,Outbound,CMP_A_0868,Medium,7,12-24 months,50-100L,S. Korea,Finance,T&M,Deal Lost
LDFUTU-ME-0869,FutureSolutions Lead,FutureSolutions,Cold Email Campaigns,ME,NA_ME,2024-03-06 14:22:35,Deal Lost,contact_8@futuresolutions.com,-4070165293,Low,2024-04-01 19:02:16,Outbound,CMP_F_0869,High,5,0-6 months,100L+,Saudi Arabia,Energy,Data,Deal Lost
LDSTRA-NA-0870,StrategicAnalytics Lead,StrategicAnalytics,Word of Mouth,NA,BJ_NA,2024-11-22 00:17:32,Deal Lost,contact_71@strategicanalytics.com,-7827817600,High,2024-12-05 21:29:21,Inbound,CMP_S_0870,High,10,>24 months,100L+,USA,Retail,Cloud,Deal Lost
LDLEAD-EU-0871,LeadingVentures Lead,LeadingVentures,Facebook Ads,EU,GW_EU,2024-09-12 04:19:21,Ongoing - Negotiation,contact_97@leadingventures.com,-8990999582,Medium,2024-10-11 14:16:13,Outbound,CMP_L_0871,Low,5,0-6 months,100L+,UK,Consulting,Operations,Ongoing - Cold
LDDYNA-NA-0872,DynamicAnalytics Lead,DynamicAnalytics,Cold Email Campaigns,NA,BJ_NA,2024-10-04 12:17:34,Deal Won,contact_58@dynamicanalytics.com,-7349471599,High,2024-10-29 6:13:51,Outbound,CMP_D_0872,Medium,7,>24 months,20-50L,USA,Technology,Marketing,Deal Won
LDGLOB-APAC-0873,GlobalVentures Lead,GlobalVentures,Display Ads,APAC,LS_APAC,2025-07-21 08:04:38,Deal Won,contact_66@globalventures.com,-5137519411,Medium,2025-08-20 9:27:03,Outbound,CMP_G_0873,Medium,5,>24 months,20-50L,Japan,E-Commerce,Staffing,Deal Won
LDFUTU-NA-0874,FutureIndustries Lead,FutureIndustries,Twitter Ads,NA,AS_NA,2024-02-11 22:04:19,Deal Lost,contact_10@futureindustries.com,-3888794852,Medium,2024-02-16 17:46:20,Outbound,CMP_F_0874,Medium,3,>24 months,100L+,USA,Technology,Marketing,Deal Lost
LDADVA-AF-0875,AdvancedIndustries Lead,AdvancedIndustries,Google Ads,AF,TB_AF,2024-08-29 11:04:48,Deal Won,contact_55@advancedindustries.com,-8520070783,High,2024-10-18 3:37:50,Outbound,CMP_A_0875,Low,10,12-24 months,100L+,Kenya,Mining,Service,Deal Won
LDCREA-NA-0876,CreativeSystems Lead,CreativeSystems,Facebook Ads,NA,DK_NA,2024-01-06 18:19:25,Deal Lost,contact_55@creativesystems.com,-9782714628,Low,2024-01-30 0:58:09,Outbound,CMP_C_0876,Medium,5,12-24 months,20-50L,Canada,Retail,Marketing,Deal Lost
LDADVA-AF-0877,AdvancedIndustries Lead,AdvancedIndustries,Telemarketing,AF,TB_AF,2024-04-01 05:28:11,Ongoing - Negotiation,contact_31@advancedindustries.com,-1084039703,Low,2024-04-15 7:20:29,Outbound,CMP_A_0877,High,5,6-12 months,100L+,Morocco,Mining,Service,Ongoing - Cold
LDGLOB-APAC-0878,GlobalIndustries Lead,GlobalIndustries,Third-Party Lead Generation Vendors,APAC,MT_APAC,2025-04-02 18:42:48,Deal Lost,contact_56@globalindustries.com,-2832943856,Medium,2025-05-11 16:08:10,Outbound,CMP_G_0878,High,3,0-6 months,100L+,New Zealand,E-Commerce,AI,Deal Lost
LDADVA-NA-0879,AdvancedVentures Lead,AdvancedVentures,Referrals from Existing Customers,NA,AS_NA,2025-07-18 08:06:42,Deal Won,contact_32@advancedventures.com,-2274247000,Low,2025-09-13 2:55:00,Inbound,CMP_A_0879,Low,3,6-12 months,100L+,USA,Healthcare,Marketing,Deal Won
LDGLOB-APAC-0880,GlobalSystems Lead,GlobalSystems,Referrals from Existing Customers,APAC,JL_APAC,2024-09-15 08:14:03,Deal Lost,contact_13@globalsystems.com,-6678274396,High,2024-10-11 7:52:53,Inbound,CMP_G_0880,Medium,5,0-6 months,100L+,Australia,Finance,AI,Deal Lost
LDSTRA-ME-0881,StrategicSolutions Lead,StrategicSolutions,LinkedIn,ME,OC_ME,2024-11-07 01:36:45,Ongoing - Contacted,contact_20@strategicsolutions.com,-8905775003,High,2024-12-05 20:11:16,Inbound,CMP_S_0881,Low,10,0-6 months,20-50L,Saudi Arabia,Energy,Data,Ongoing - Cold
LDADVA-NA-0882,AdvancedSolutions Lead,AdvancedSolutions,Twitter Ads,NA,AS_NA,2025-05-24 05:03:37,Ongoing - Responded,contact_72@advancedsolutions.com,-3656056928,Low,2025-07-04 17:30:08,Outbound,CMP_A_0882,High,7,0-6 months,100L+,Canada,Technology,Marketing,Ongoing - Cold
LDFUTU-APAC-0883,FutureTech Lead,FutureTech,Display Ads,APAC,JL_APAC,2025-04-26 14:23:45,Deal Won,contact_48@futuretech.com,-8139043120,Medium,2025-05-03 18:58:26,Outbound,CMP_F_0883,Medium,7,12-24 months,50-100L,Singapore,Manufacturing,Staffing,Deal Won
LDGLOB-NA-0884,GlobalTech Lead,GlobalTech,Display Ads,NA,CL_NA,2025-06-19 16:31:44,Deal Won,contact_49@globaltech.com,-5943466376,High,2025-07-19 6:54:30,Outbound,CMP_G_0884,Low,7,0-6 months,50-100L,USA,Technology,Marketing,Deal Won
LDFUTU-LA-0885,FutureIndustries Lead,FutureIndustries,Webinars,LA,PY_LA,2025-03-20 21:42:42,Deal Won,contact_96@futureindustries.com,-3804563828,Low,2025-04-11 19:32:57,Inbound,CMP_F_0885,Low,7,12-24 months,50-100L,Argentina,Energy,Operations,Deal Won
LDADVA-NA-0886,AdvancedAnalytics Lead,AdvancedAnalytics,Google,NA,BJ_NA,2024-09-24 00:29:59,Ongoing - Demo Completed,contact_15@advancedanalytics.com,-8949765476,High,2024-10-16 5:32:56,Inbound,CMP_A_0886,Medium,7,12-24 months,50-100L,Canada,Retail,Cloud,Ongoing - Cold
LDLEAD-ME-0887,LeadingTech Lead,LeadingTech,Cold Calling,ME,NA_ME,2024-12-26 23:45:32,Deal Won,contact_11@leadingtech.com,-347547711,Medium,2025-01-12 15:56:55,Outbound,CMP_L_0887,Low,5,>24 months,100L+,UAE,Banking,Consulting,Deal Won
LDFUTU-LA-0888,FutureAnalytics Lead,FutureAnalytics,Facebook,LA,QH_LA,2025-05-25 19:13:47,Deal Won,contact_58@futureanalytics.com,-988632997,Low,2025-06-12 22:05:29,Inbound,CMP_F_0888,Medium,7,>24 months,20-50L,Mexico,Manufacturing,Logistics,Deal Won
